Month,London Mean Roadside Nitric Oxide (ug/m3),London Mean Roadside Nitrogen Dioxide (ug/m3),London Mean Roadside Oxides of Nitrogen (ug/m3),London Mean Roadside Ozone (ug/m3),London Mean Roadside PM10 Particulate (ug/m3),London Mean Roadside PM2.5 Particulate (ug/m3),London Mean Roadside Sulphur Dioxide (ug/m3),London Mean Background Nitric Oxide (ug/m3),London Mean Background Nitrogen Dioxide (ug/m3),London Mean Background Oxides of Nitrogen (ug/m3),London Mean Background Ozone (ug/m3),London Mean Background PM10 Particulate (ug/m3),London Mean Background PM2.5 Particulate (ug/m3),London Mean Background Sulphur Dioxide (ug/m3)
2009-02-01,,71.92559523809527,,15.074404761904766,28.010416666666657,19.07589285714285,4.680059523809529,,52.66815476190477,,20.337797619047617,20.84523809523808,17.238095238095223,3.0267857142857166
2009-03-01,,65.15456989247316,,32.329301075268795,29.97177419354841,19.70698924731183,3.266129032258066,,45.344086021505355,,40.16801075268819,24.315860215053778,17.279569892473152,2.9206989247311808
2009-04-01,,63.17499999999996,,35.73750000000002,32.59861111111113,26.084722222222226,2.6916666666666673,,40.145833333333314,,46.03888888888894,27.690277777777773,21.616666666666664,2.7375000000000003
2009-05-01,,48.610215053763476,,45.38575268817209,24.877688172043005,14.30510752688172,2.81989247311828,,28.080645161290334,,55.11290322580646,19.748655913978524,11.814516129032251,2.436827956989249
2009-06-01,,56.076388888888886,,40.122222222222184,24.6805555555556,15.93750000000001,3.626388888888889,,33.13194444444444,,52.51527777777776,19.85277777777778,13.113888888888885,2.516666666666663
2009-07-01,,44.3682795698924,,32.77150537634411,20.224462365591386,11.231182795698924,2.42204301075269,,24.857526881720446,,40.43951612903224,15.494623655913982,9.841397849462362,2.151881720430109
2009-08-01,,48.65994623655916,,28.603494623655912,21.69623655913979,13.256720430107519,2.2580645161290325,,29.20833333333333,,35.95295698924728,16.583333333333343,11.38978494623657,2.4784946236559118
2009-09-01,,51.5597222222222,,26.32083333333334,24.255555555555564,14.443055555555551,2.404166666666668,,32.67361111111109,,33.116666666666724,19.11111111111109,11.61666666666667,3.0097222222222246
2009-10-01,,62.94220430107522,,15.037634408602155,27.247311827957034,18.01881720430107,4.255376344086025,,44.29032258064521,,20.27822580645162,21.51344086021507,14.383064516129028,4.025537634408607
2009-11-01,,53.65555555555553,,29.9,21.945833333333315,12.895833333333329,3.3786231884057947,,36.6388888888889,,36.52916666666665,17.543055555555526,11.39166666666667,2.829166666666671
2009-12-01,,65.18010752688171,,18.880376344086027,23.098118279569896,16.279569892473138,4.127688172043003,,49.95564516129029,,22.26478494623654,18.58736559139785,13.94892473118279,3.6424731182795673
2010-01-01,100.50376344086015,65.6802419354839,166.4126344086021,14.032258064516137,30.17271505376345,24.342741935483872,4.729973118279568,45.19879032258059,51.90295698924736,97.19637096774201,17.3508064516129,25.039112903225803,22.084408602150543,4.204569892473114
2010-02-01,78.78794642857143,63.87023809523806,142.75089285714273,23.813095238095247,25.194345238095227,18.33511904761904,4.586904761904762,29.289136904761893,47.654761904761955,76.9959821428572,29.827380952380906,19.40416666666665,15.945982142857133,3.230952380952381
2010-03-01,72.37553763440853,59.835483870967764,120.6416666666667,26.424731182795686,25.612903225806445,15.86034946236559,3.4293010752688144,22.999059139784926,40.81626344086022,63.824596774193516,42.51935483870966,19.396370967741937,14.07782258064516,2.696908602150536
2010-04-01,63.91111111111113,60.15444444444448,124.0469444444444,37.173333333333346,29.75736111111113,18.81652777777776,4.6402777777777775,20.907500000000017,41.90416666666667,62.830972222222265,50.208333333333314,24.33041666666668,16.269583333333337,4.123611111111111
2010-05-01,60.86088709677423,53.230107526881795,114.09690860215056,35.0912634408602,24.535349462365577,16.19112903225807,3.88346774193548,17.323924731182807,33.097043010752735,50.47930107526885,47.23279569892474,19.85994623655915,13.231317204301078,3.1751344086021507
2010-06-01,55.2184722222222,53.858611111111124,109.10000000000007,34.00972222222217,26.518055555555556,17.441944444444434,4.414583333333336,13.35805555555555,33.682222222222194,47.08291666666661,50.175972222222214,21.97083333333334,15.075416666666676,3.183194444444445
2010-07-01,58.707123655914046,46.508602150537634,105.24180107526875,28.566801075268824,20.901075268817227,12.453360215053763,3.1389784946236587,11.534139784946253,25.108870967741964,36.62634408602152,42.75228494623654,16.523655913978484,8.934408602150539,2.6235215053763423
2010-08-01,60.603763440860206,46.61518817204292,107.24583333333341,24.251075268817225,18.140994623655928,10.974462365591393,3.255913978494622,12.955913978494626,26.13763440860214,39.06411290322578,35.898790322580616,15.361290322580647,8.944623655913974,1.9862903225806445
2010-09-01,78.13791666666658,57.15319444444443,135.34597222222195,20.343194444444443,23.825277777777757,14.459583333333354,3.59388888888889,23.937916666666673,35.42777777777778,59.37722222222221,31.809027777777732,14.485555555555552,11.435555555555565,2.6813888888888897
2010-10-01,82.04825268817207,59.56868279569889,141.59301075268797,19.227553763440866,25.24086021505378,15.906182795698964,3.5498655913978485,30.71223118279568,38.484811827956996,69.20147849462371,27.72997311827957,19.952419354838707,12.965591397849476,2.742741935483868
2010-11-01,116.5559722222221,65.67013888888887,182.23930555555546,15.441805555555547,28.232222222222223,21.89291666666665,4.167083333333334,60.60083333333332,46.879583333333436,107.45833333333333,20.416666666666643,22.530555555555583,18.1975,3.6854166666666663
2010-12-01,111.17177419354853,71.32150537634405,182.40349462365594,10.658198924731176,27.193010752688156,22.613709677419358,3.904704301075268,54.852150537634394,53.89220430107527,108.80013440860223,13.869489247311822,21.69180107526883,19.24260752688173,3.6836021505376353
2011-01-01,78.13669354838707,61.80927419354836,139.96532258064508,21.486021505376346,24.355645161290333,16.98158602150536,3.3813172043010775,31.905376344085973,44.372715053763415,76.39516129032263,26.486424731182822,19.390860215053785,14.641935483870965,3.4618279569892465
2011-02-01,81.10907738095243,60.35848214285715,141.38616071428567,23.497321428571432,32.57559523809525,24.337053571428587,2.898958333333334,25.783035714285727,41.191220238095255,66.61101190476198,31.336309523809483,26.518452380952354,19.871577380952363,2.3416666666666677
2011-03-01,94.6727150537634,68.9647849462366,163.53776881720415,23.04368279569896,43.314919354838686,32.58077956989247,3.803897849462367,36.554301075268846,49.69798387096775,86.27284946236556,32.50201612903229,36.93266129032259,29.912365591397812,4.123790322580645
2011-04-01,64.41958333333338,63.40041666666674,127.75666666666685,38.70138888888889,39.22972222222222,28.2273611111111,3.1230555555555575,17.335555555555572,40.38388888888885,57.697083333333275,52.86583333333332,34.19138888888889,25.639027777777773,4.414722222222226
2011-05-01,50.1533602150537,49.42836021505378,99.51491935483871,42.35443548387105,23.68360215053767,13.035887096774191,2.4049731182795675,9.665725806451626,26.245698924731183,35.917204301075266,57.42258064516128,19.122715053763432,11.310483870967747,3.2157258064516117
2011-06-01,46.36125000000001,50.095277777777746,111.03499999999995,30.27319444444445,20.685000000000013,12.025555555555554,2.25,12.182916666666673,25.509861111111114,37.70124999999999,43.06791666666665,15.737222222222227,10.531249999999998,2.7891666666666683
2011-07-01,60.83346774193548,51.48951612903226,112.27916666666671,32.84180107526882,21.027419354838724,12.782661290322567,2.557258064516129,11.656586021505372,25.920161290322632,37.57271505376346,45.9684139784946,16.734005376344072,11.539784946236573,2.5624999999999987
2011-08-01,72.26706989247309,42.1869623655914,124.0681451612903,23.183467741935484,20.431586021505368,11.864516129032253,2.9463709677419376,14.215994623655916,21.211962365591404,31.694892473118305,27.084946236559123,12.053629032258062,10.387096774193532,3.1955645161290334
2011-09-01,87.57652777777776,55.564583333333275,143.14750000000006,24.066111111111123,26.448333333333327,14.876944444444439,2.132638888888891,22.28847222222223,31.423194444444448,53.71749999999998,34.1373611111111,20.327916666666653,12.916944444444447,3.7908333333333335
2011-10-01,92.13790322580641,60.07244623655917,152.20954301075278,22.618279569892476,25.4912634408602,14.71680107526881,2.817741935483871,27.246505376344096,37.29704301075265,64.55336021505373,30.148252688172033,18.94879032258065,14.03413978494624,4.229569892473124
2011-11-01,122.79749999999997,48.763611111111146,186.7200000000001,10.91847222222222,35.42611111111109,25.161944444444433,3.407777777777778,45.37111111111117,42.58541666666661,87.94527777777782,17.315833333333334,27.8151388888889,23.50347222222222,5.126249999999995
2011-12-01,79.35295698924729,58.11680107526882,137.4845430107527,25.85887096774191,19.07594086021508,9.190591397849472,2.926881720430109,17.729569892473116,36.048252688172056,53.77446236559143,33.648521505376344,12.89153225806452,9.509408602150538,4.095295698924732
2012-01-01,103.9341397849462,62.33897849462363,166.27889784946234,20.617204301075276,26.52715053763442,15.801478494623652,2.9786290322580666,37.593145161290295,40.63131720430115,78.22486559139789,27.443145161290317,19.987096774193535,15.168548387096772,4.029301075268822
2012-02-01,109.76393678160917,69.87054597701147,179.65574712643692,19.75186781609196,35.02155172413791,21.47241379310345,3.510632183908044,35.87126436781613,45.604454022988484,81.47571839080462,27.159626436781608,26.023419540229888,20.907758620689652,4.1573275862069
2012-03-01,110.61801075268818,72.81680107526891,183.44435483870964,20.98696236559138,42.597311827957036,30.325,3.651881720430108,38.05430107526881,47.5970430107527,85.645564516129,28.570564516129036,35.53413978494625,28.451075268817206,5.038844086021507
2012-04-01,70.25777777777778,59.01069444444448,129.2829166666664,40.84805555555559,21.82194444444444,13.332500000000014,2.212777777777778,12.787222222222217,31.865833333333306,44.654861111111174,52.838194444444376,16.027083333333323,11.627500000000005,3.9068055555555556
2012-05-01,63.0358870967743,57.46209677419354,120.51115591397844,43.15147849462368,29.440053763440872,18.624865591397857,2.437768817204302,9.599327956989248,29.62177419354837,39.219220430107484,56.75752688172043,23.460080645161323,16.170564516129033,3.471505376344086
2012-06-01,60.891388888888855,47.044027777777785,107.94305555555559,36.94263888888893,21.40680555555556,11.913194444444429,2.088750000000001,10.721111111111105,24.297916666666687,35.025277777777816,47.14208333333329,15.763750000000002,9.124444444444451,3.152638888888891
2012-07-01,73.33669354838696,52.777822580645164,126.12688172043003,29.219623655913985,22.128494623655932,12.819623655913984,2.3786290322580648,11.909677419354828,26.781989247311838,38.69018817204298,40.394623655914,15.645833333333327,9.11411290322581,3.872580645161291
2012-08-01,70.63830645161289,52.077284946236524,122.75416666666672,27.77795698924731,23.74986559139785,13.70739247311828,2.384274193548384,12.452688172043015,28.134005376344057,40.58978494623655,39.48172043010754,17.04072580645162,9.576881720430114,3.267876344086024
2012-09-01,84.61263888888892,57.416249999999984,142.08777777777777,24.969861111111108,22.533611111111096,12.380000000000004,2.893333333333333,17.83305555555554,33.530000000000015,51.36083333333333,33.686527777777734,16.060972222222247,9.26222222222223,3.9687499999999947
2012-10-01,95.31599462365588,58.712903225806436,154.13991935483887,18.95860215053763,24.554569892473136,15.78091397849462,3.7521505376344075,24.84717741935484,35.06088709677413,59.90631720430104,25.413037634408578,17.404032258064543,11.433064516129036,4.032123655913986
2012-11-01,128.59847222222226,69.58513888888889,198.3031944444444,16.509166666666655,27.776111111111113,17.36486111111111,3.35666666666667,40.29388888888891,44.970138888888876,85.2654166666666,22.887638888888887,19.49611111111112,14.348194444444447,4.702916666666663
2012-12-01,112.51532258064522,63.947983870967846,176.50887096774179,24.23158602150538,23.057930107526907,13.90913978494625,4.05618279569893,40.690456989247295,42.81451612903225,83.46263440860221,30.026209677419388,16.34448924731183,11.416666666666677,4.671639784946246
2013-01-01,122.11344086021498,67.56034946236566,189.61344086021518,19.89099462365589,30.143682795698947,20.4545698924731,4.40577956989247,41.21747311827954,45.8977150537634,87.21760752688162,24.83817204301077,22.322715053763428,17.490456989247303,4.560349462365591
2013-02-01,99.43854166666677,63.602827380952334,162.9705357142857,27.34255952380955,31.74345238095238,21.29836309523809,3.7802083333333356,28.033779761904746,39.99925595238091,67.75803571428564,31.440922619047633,23.464880952380952,17.76354166666668,4.5044642857142865
2013-03-01,92.15604838709673,65.55094086021491,157.77701612903255,35.01720430107524,36.17083333333331,24.975268817204327,3.499462365591401,29.515456989247276,40.90470430107527,70.20537634408605,41.1915322580645,28.19139784946239,21.786559139784945,4.8356182795698945
2013-04-01,65.88277777777775,56.113888888888894,121.8702777777778,45.907638888888904,29.303611111111113,17.243194444444434,2.257083333333335,12.14069444444444,30.637083333333305,42.338194444444404,54.86694444444447,21.846111111111103,14.61208333333334,2.9484722222222226
2013-05-01,67.57997311827957,57.06451612903224,124.6655913978494,41.57365591397851,24.360215053763422,14.361827956989247,3.7990591397849514,12.453763440860225,29.266532258064515,42.08897849462366,50.89865591397851,17.70631720430107,12.233467741935483,3.2807795698924758
2013-06-01,67.47402777777778,49.257083333333384,116.75097222222229,32.13763888888889,23.654166666666683,13.381666666666666,1.96277777777778,12.317777777777781,24.046249999999993,39.257916666666624,42.697777777777695,17.473194444444445,10.773472222222226,3.0016666666666687
2013-07-01,63.37163978494616,54.83400537634411,118.14798387096774,34.77258064516135,27.958602150537615,15.826612903225815,2.8278225806451656,12.033602150537638,28.10994623655913,43.02916666666667,48.15470430107528,21.338306451612887,13.18548387096774,3.0192204301075276
2013-08-01,68.45040322580643,52.30779569892474,120.7154569892472,28.412096774193543,25.190591397849445,13.43830645161291,2.4177419354838685,13.113037634408606,27.25188172043011,40.235483870967755,39.65470430107525,18.87728494623658,12.347983870967738,1.764650537634408
2013-09-01,107.07416666666659,59.1072222222222,166.14138888888883,16.276805555555548,29.65833333333332,17.154444444444422,2.8612500000000014,26.544305555555535,35.48180555555554,61.78444444444443,22.830000000000013,21.595555555555563,14.543055555555549,2.7752777777777777
2013-10-01,92.83064516129032,52.62594086021506,145.41438172043024,21.356854838709662,25.512634408602125,12.622580645161298,3.1142473118279574,24.38655913978492,32.283198924731195,56.54489247311831,28.984543010752684,18.100000000000023,10.608333333333338,3.725672043010755
2013-11-01,121.98527777777774,62.31083333333331,184.23819444444422,14.250972222222218,27.105138888888888,14.719444444444449,4.1343055555555575,39.274583333333254,42.76861111111112,81.9345833333334,20.89972222222219,18.885277777777784,12.655416666666664,5.109166666666666
2013-12-01,113.06344086021501,57.88427419354849,171.2505376344087,25.163978494623677,26.219220430107505,14.517876344086048,3.0966397849462375,42.90040322580642,41.732795698924726,84.0190860215054,30.81263440860214,18.94153225806454,12.745026881720422,4.839112903225815
2014-01-01,104.78696236559135,56.33212365591399,161.0907258064515,26.238709677419354,22.292338709677427,11.601478494623665,1.7799731182795702,42.50376344086017,38.35349462365593,77.07231182795687,34.555779569892536,16.507526881720405,10.568548387096776,4.20376344086021
2014-02-01,70.57752976190473,48.45684523809523,119.03273809523812,34.250595238095244,19.66011904761906,8.479017857142866,2.797619047619052,14.553422619047614,29.518154761904764,41.65565476190474,45.770982142857186,14.651339285714279,7.91309523809524,3.306101190476188
2014-03-01,101.16303763440861,66.24879032258056,167.43736559139802,23.629704301075254,35.669489247311866,23.820026881720423,3.34220430107527,33.026612903225825,43.5116935483871,75.11169354838721,34.45551075268819,27.30040322580648,22.533333333333342,4.411693548387095
2014-04-01,81.09305555555558,59.30791666666667,140.43611111111125,29.37347222222223,30.98750000000006,20.049583333333313,2.2840277777777764,19.939861111111103,35.22736111111107,53.83722222222223,41.80791666666668,24.39680555555553,18.46736111111111,4.356944444444449
2014-05-01,77.85860215053764,56.86639784946239,134.80443548387103,35.50134408602151,23.26021505376345,13.617876344086032,1.4424731182795698,13.790456989247314,31.71169354838712,43.441666666666634,49.26155913978496,16.875268817204294,11.999059139784956,2.913575268817204
2014-06-01,74.26847222222217,54.580972222222236,128.8718055555556,31.690555555555534,21.88805555555557,11.57680555555556,3.0347222222222223,14.8175,28.866666666666667,42.819722222222246,44.376666666666665,16.346527777777766,10.52791666666666,2.3819444444444473
2014-07-01,59.923924731182865,49.90994623655917,109.8442204301075,30.480913978494634,22.837096774193544,12.975537634408587,3.34045698924731,13.211021505376335,27.524999999999995,39.88508064516131,45.64623655913977,17.689381720430095,12.050806451612907,3.6666666666666647
2014-08-01,60.8362903225806,45.464650537634384,106.32056451612907,29.509946236559152,18.48508064516129,9.69919354838711,2.9811827956989236,13.187231182795689,26.048252688172035,37.74206989247308,40.25013440860213,14.071236559139793,9.318010752688174,4.1838709677419335
2014-09-01,93.86277777777775,63.04111111111111,156.87194444444435,21.117361111111112,35.537777777777805,25.24986111111108,5.51500000000001,26.03819444444444,40.120555555555484,64.5854166666667,31.04972222222225,29.10819444444444,24.67277777777779,3.145277777777776
2014-10-01,103.0068548387097,55.5409946236559,158.55026881720437,20.27150537634408,22.520295698924752,12.794623655913977,3.5106612685560075,24.960483870967746,33.98870967741941,55.68575268817201,29.06303763440862,16.859543010752695,11.773924731182792,3.0098118279569905
2014-11-01,150.1479885057471,64.67672413793099,214.8221264367817,12.810919540229879,29.407183908045962,20.333908045976983,3.5972701149425315,63.68994252873563,43.36781609195402,106.39051724137946,15.844971264367839,22.31077586206897,18.125862068965546,4.412787356321837
2014-12-01,110.41693548387094,59.698118279569876,170.10591397849447,22.682526881720417,22.45040322580644,13.22701612903226,3.2092741935483855,36.18333333333338,37.85846774193547,73.28682795698916,29.13360215053767,14.940456989247295,12.050806451612909,3.9556451612903225
2015-01-01,109.78051075268809,62.72916666666669,172.50631720430107,23.797311827956985,24.30067204301078,13.53279569892474,4.26653225806452,34.06962365591394,38.572983870967754,69.82903225806453,33.66881720430104,15.750268817204315,12.555645161290311,3.6057795698924675
2015-02-01,108.83675595238094,64.69583333333325,173.53273809523805,22.150148809523817,28.16249999999999,15.789880952380956,5.973958333333329,30.097619047619084,40.523065476190396,68.83318452380962,30.88839285714283,17.948511904761922,14.416369047619028,5.898511904761898
2015-03-01,81.25685483870959,55.8028225806452,137.0536290322582,29.030510752688173,31.15456989247309,19.540053763440856,2.7723719676549865,19.815860215053764,35.08548387096777,52.37526881720438,43.40215053763444,22.991935483870982,18.321908602150526,5.860752688172044
2015-04-01,77.78041666666671,56.16138888888891,133.95180555555586,33.44055555555555,25.544583333333357,16.12930555555559,1.2209722222222221,17.17208333333332,33.92263888888889,49.29263888888887,46.7598611111111,19.132777777777772,14.12736111111113,4.369722222222224
2015-05-01,62.18897849462365,48.55779569892472,110.75309139784949,41.569758064516186,20.13508064516128,10.45604838709676,2.9882273342354537,9.727956989247309,24.615053763440876,32.7880376344086,54.13494623655912,14.423521505376348,8.718682795698932,2.8147849462365575
2015-06-01,69.12875000000007,50.52902777777782,119.65708333333332,37.28597222222222,22.599583333333335,12.752499999999998,5.2966666666666695,11.74874999999999,26.057499999999983,36.47319444444446,50.28194444444445,17.141111111111083,10.776666666666662,3.9915277777777773
2015-07-01,71.35779569892476,49.50053763440859,120.8627688172043,34.39811827956989,20.00645161290323,11.147580645161293,5.997846567967695,11.182123655913982,23.89032258064516,33.20564516129031,46.21411290322579,15.16666666666666,9.507123655913968,3.521370967741933
2015-08-01,69.74717741935481,49.004838709677394,118.75026881720424,28.953763440860197,20.514247311827972,12.201612903225813,0.4944892473118275,12.605376344086027,26.334677419354854,36.327956989247326,40.44435483870966,15.754838709677399,9.298924731182785,4.033064516129034
2015-09-01,99.27541666666669,56.971666666666614,156.2425,21.218611111111088,20.42486111111111,12.568888888888893,1.0113263785394941,22.94944444444448,32.55097222222218,53.5468055555556,31.376527777777774,14.994861111111096,8.125972222222229,3.5890277777777793
2015-10-01,108.79650537634411,58.51706989247306,167.31182795698913,18.328763440860214,26.014247311827937,18.574462365591405,0.039932885906039994,30.244489247311797,35.55067204301077,62.166935483870986,24.45416666666664,20.138306451612873,12.836693548387066,3.6993279569892485
2015-11-01,98.30416666666672,53.93208333333332,152.23375000000004,24.854166666666668,21.824722222222206,12.732638888888895,2.9636111111111108,25.492638888888877,29.498194444444444,53.01902777777777,34.26958333333338,16.21736111111109,9.114166666666675,3.524722222222221
2015-12-01,72.44018817204294,47.17486559139782,119.68844086021511,32.61639784946236,24.14704301075268,11.863844086021501,1.5958333333333352,12.121236559139778,24.189516129032295,33.17634408602151,44.13024193548383,19.136827956989233,8.169623655913977,3.617338709677417
2016-01-01,123.10470430107539,60.036827956989285,183.15537634408608,23.776747311827975,23.206989247311824,13.59784946236559,3.9202956989247357,44.237768817204255,38.15685483870963,80.07204301075271,32.699731182795716,16.517741935483862,9.139650537634411,4.752419354838712
2016-02-01,106.56436781609197,58.68160919540234,165.239367816092,27.423994252873563,23.089655172413774,13.04798850574713,4.0505747126436775,33.16077586206897,36.51336206896553,69.56106321839081,38.062356321839125,16.846264367816097,9.789798850574712,3.924137931034482
2016-03-01,87.32620967741933,57.60510752688172,144.92728494623663,30.196505376344096,26.07150537634409,18.0366935483871,3.498387096774196,20.391801075268823,34.34099462365593,54.70456989247313,41.183736559139824,18.850134408602116,15.620430107526865,2.30013440860215
2016-04-01,85.46388888888895,58.78333333333329,144.2519444444444,33.88444444444444,21.074861111111115,12.543055555555565,5.895972222222221,14.724583333333344,30.335416666666696,45.06083333333333,46.46000000000001,14.493472222222232,8.677916666666661,3.446388888888891
2016-05-01,63.225537634408504,50.93481182795705,114.16209677419357,39.649529569892486,22.38467741935483,13.830510752688179,4.027714093054615,10.500873655913978,26.105779569892487,35.870766129032326,53.16922043010743,17.02029569892469,10.709744623655922,3.2932795698924737
2016-06-01,69.4972222222223,48.74187500000005,118.24083333333333,31.511527777777786,21.27659722222221,12.606597222222218,6.0740277777777765,11.848125,24.928749999999994,36.10937500000002,43.93347222222218,16.099027777777785,9.692430555555557,4.395347222222219
2016-07-01,69.92795698924732,45.445295698924724,115.42500000000008,24.22231182795699,16.991129032258073,10.93091397849462,2.505913978494623,10.630376344086029,21.326612903225797,31.958736559139755,36.647177419354854,13.043548387096772,6.763575268817204,2.4762096774193543
2016-08-01,65.57110215053766,47.58696236559144,113.20873655913981,27.21895161290321,20.73387096774192,12.710483870967746,1.9908602150537618,11.124327956989248,23.563306451612917,34.68749999999999,39.73413978494629,16.805241935483878,8.573655913978495,3.1376344086021524
2016-09-01,87.28833333333338,54.71513888888886,142.10638888888886,21.575000000000017,21.541388888888914,12.899583333333329,2.5134722222222243,14.560555555555553,28.194583333333334,42.7575,30.05374999999999,16.75569444444448,8.67430555555556,3.8216666666666645
2016-10-01,108.27284946236566,58.28279569892472,166.63319892473106,15.257661290322565,24.327822580645122,16.74233870967742,4.951881720430108,32.37620967741937,33.669086021505386,66.04637096774194,20.027688172043007,19.89811827956987,12.001209677419348,3.2204301075268833
2016-11-01,139.04430555555552,66.13777777777774,205.26819444444445,15.389305555555545,24.587777777777784,14.518611111111102,6.113706293706294,49.543472222222185,41.354861111111134,90.90041666666667,20.919722222222216,19.11777777777777,11.598055555555552,4.9066666666666725
2016-12-01,180.93333333333334,69.72190860215052,250.7434139784946,11.080510752688166,33.17930107526886,23.883064516129018,5.758807588075882,79.24529569892464,49.56989247311829,128.81465053763463,13.995295698924728,27.12956989247313,20.313306451612913,2.5963709677419375
2017-01-01,110.42204301075269,71.74166666666662,241.14072580645183,12.834408602150548,31.25430107526879,23.840322580645157,8.54056603773585,51.14462365591397,50.73172043010755,129.1522849462365,16.1337365591398,24.751209677419357,21.332795698924734,3.2630376344086014
2017-02-01,57.05982142857143,54.693005952380894,142.14285714285722,25.5172619047619,25.618005952380962,18.439583333333367,5.0531249999999925,13.911458333333313,33.91532738095236,55.24761904761905,32.82157738095239,21.211904761904773,16.165625000000006,4.182440476190477
2017-03-01,50.15349462365587,52.86411290322581,129.73534946236575,33.64637096774195,23.054435483870982,13.534677419354841,2.432614555256059,9.22432795698924,31.90591397849465,46.124462365591384,43.896236559139766,17.827284946236542,12.020833333333325,3.6216397849462347
2017-04-01,40.74319444444447,51.14361111111108,113.62222222222226,38.29194444444453,22.397916666666674,12.796388888888892,3.4105849582172687,7.855416666666664,28.729027777777766,40.93736111111117,51.24138888888883,17.529999999999976,11.33541666666666,2.9077777777777762
2017-05-01,39.6622311827957,47.41505376344085,108.19381720430111,34.293817204301114,22.330645161290306,12.83655913978495,2.1138627187079386,7.027822580645158,26.808333333333337,37.584811827957,48.25913978494625,18.04032258064516,11.389112903225806,3.4454301075268816
2017-06-01,36.963888888888896,45.571249999999964,102.24388888888895,34.34777777777783,21.073055555555555,11.40555555555555,1.928431372549018,5.817499999999997,22.71166666666667,31.631805555555566,50.59013888888889,16.3888888888889,9.507361111111111,2.906388888888883
2017-07-01,38.242338709677426,41.98454301075271,100.61290322580643,27.476209677419345,17.15819892473116,9.408467741935477,0.8438761776581434,5.92204301075269,21.21048387096776,26.712231182795712,42.372446236559135,12.988978494623666,7.542876344086018,3.0696236559139813
2017-08-01,41.68172043010753,44.25698924731179,108.15793010752684,23.564381720430106,17.810483870967747,10.236559139784958,0.5566037735849062,8.226747311827964,24.449059139784936,33.4557795698925,36.82876344086022,13.838709677419352,8.679973118279566,1.3657258064516142
2017-09-01,48.09222222222223,47.83458333333331,121.5670833333333,20.239999999999974,19.244583333333313,12.087500000000011,1.7807799442896954,10.194027777777787,27.709861111111092,39.2748611111111,31.186250000000005,14.133750000000015,10.38375,1.3315277777777788
